code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
600495,-0.354,28.15,28.3,28.8,27.76,28.25,35981168,5.87011
600039,-0.367,8.14,8.14,8.25,8.03,8.17,162911337,8.0604
600519,-0.379,260.06,260.0,264.5,257.77,261.05,5295454,0.4637
000596,-0.38,41.94,41.9,42.03,40.98,42.1,9905986,2.58238
002646,-0.46,38.97,39.0,39.5,38.5,39.15,7883716,1.75194
002619,-0.48,45.58,45.4,46.2,44.53,45.8,1804776,1.85678
002608,-0.497,16.02,15.95,16.39,15.67,16.1,13581266,4.13368
002307,-0.522,20.95,21.11,21.5,20.6,21.06,60807938,10.91091
002234,-0.531,16.86,16.9,17.03,16.41,16.95,7199493,3.48399
000858,-0.542,29.34,29.3,29.5,28.96,29.5,59376352,1.56434
002644,-0.544,63.95,63.73,65.5,62.0,64.3,1997890,1.1242
600673,-0.546,12.74,12.63,13.3,12.53,12.81,155201853,6.31864
600141,-0.557,21.42,21.58,21.58,20.9,21.54,24280268,5.9674700000000005
002489,-0.557,48.2,48.0,49.6,47.5,48.47,3640842,0.68208
002616,-0.571,34.81,34.7,35.5,34.02,35.01,3036711,1.80537
300105,-0.58,22.27,22.39,22.55,21.76,22.4,21355948,4.1612
002449,-0.588,21.97,21.9,22.28,21.59,22.1,14252147,4.84737
600663,-0.611,71.57,72.01,72.59,70.57,72.01,18228433,1.34222
002389,-0.623,27.11,27.0,27.85,26.81,27.28,18008112,6.94303
002241,-0.631,42.52,42.8,43.21,41.81,42.79,31571394,2.5833
000963,-0.649,76.58,76.8,76.84,75.57,77.08,4119877,0.94915
002714,-0.65,48.9,48.83,49.39,47.01,49.22,3005571,2.09811
600268,-0.652,16.76,16.69,17.15,16.11,16.87,27855460,4.38498
002675,-0.661,61.58,61.47,62.56,60.1,61.99,3130393,2.5773900000000003
600052,-0.666,11.93,11.88,12.29,11.75,12.01,70943411,8.13768
002026,-0.672,19.22,19.23,19.47,18.81,19.35,7885724,3.4563800000000002
002161,-0.688,28.89,29.0,29.5,28.5,29.09,28038377,4.0359
000988,-0.694,25.77,25.9,25.98,25.3,25.95,34241637,3.84255
000759,-0.705,14.09,14.18,14.49,13.91,14.19,30837396,4.53101
600016,-0.727,10.93,11.0,11.05,10.76,11.01,506965647,1.85511
300227,-0.727,49.14,49.2,50.19,48.68,49.5,4618705,3.40214
000568,-0.729,28.61,28.59,28.89,28.31,28.82,33958113,2.42478
600796,-0.736,20.23,20.25,20.98,20.01,20.38,14367553,4.7669
002034,-0.754,65.8,66.3,68.53,64.0,66.3,2961665,4.91549
600460,-0.76,13.05,13.08,13.19,12.81,13.15,39966983,3.2046200000000002
600748,-0.783,21.53,21.5,21.9,21.2,21.7,22996584,2.12269
600007,-0.798,19.89,20.06,20.09,19.37,20.05,15369416,1.52583
000050,-0.84,35.42,35.58,36.0,34.8,35.72,21323084,3.7134
300023,-0.844,52.86,52.2,54.89,52.2,53.31,2827402,5.64971
002077,-0.878,25.96,25.8,26.19,25.25,26.19,4960593,1.96849
300440,-0.884,111.0,110.02,114.26,109.51,111.99,3376483,12.05887
300386,-0.885,209.53,210.1,212.9,206.5,211.4,767094,3.83355
600889,-0.905,24.1,24.07,24.59,23.8,24.32,12070310,3.93081
300314,-0.907,48.07,48.08,50.41,46.05,48.51,13488930,11.67876
600804,-0.911,42.44,42.4,43.38,41.96,42.83,36539240,2.71894
002654,-0.911,48.95,49.4,49.98,47.93,49.4,2391161,1.9732100000000001
000014,-0.913,35.82,36.15,37.0,35.53,36.15,7887479,3.9104
300235,-0.928,49.11,48.95,50.32,48.11,49.57,5237171,5.72517
002387,-0.959,23.76,23.78,24.18,23.51,23.99,15798768,5.76128
002305,-0.967,12.29,12.42,12.67,12.1,12.41,36140543,3.30181
600794,-1.018,13.61,13.7,14.0,13.5,13.75,67806714,6.69224
600586,-1.027,9.64,9.58,9.8,9.5,9.74,68420890,7.07478
002747,-1.053,98.65,99.2,99.98,96.71,99.7,2582422,8.60807
300127,-1.078,23.85,23.9,24.16,23.4,24.11,5726423,2.58104
002261,-1.119,57.45,58.15,59.79,56.98,58.1,13558833,5.17283
000058,-1.129,18.39,18.54,18.91,18.0,18.6,22423841,4.16559
300215,-1.139,15.62,15.66,16.0,15.39,15.8,19088778,3.97684
300358,-1.154,68.5,69.66,73.0,66.31,69.3,5703830,7.77234
002423,-1.216,21.93,21.77,22.14,21.46,22.2,8077160,1.7351200000000002
000100,-1.22,7.29,7.28,7.46,7.22,7.38,590560346,6.57818
300307,-1.256,22.79,22.71,23.3,22.31,23.08,15538030,1.95349
600533,-1.275,10.07,10.05,10.2,9.91,10.2,35380535,3.36957
600498,-1.281,36.99,37.1,37.66,36.01,37.47,21590397,2.2334
002691,-1.281,26.97,27.0,27.47,26.6,27.32,5235602,7.92196
002115,-1.328,23.77,23.81,24.15,23.3,24.09,20743886,6.12138
300115,-1.352,48.9,48.89,49.58,47.5,49.57,8520058,1.66025
002406,-1.367,17.32,17.25,17.65,17.05,17.56,24017188,6.82751
000571,-1.398,11.99,12.01,12.25,11.69,12.16,48377718,6.57815
300251,-1.423,46.42,46.86,47.89,45.56,47.09,30895633,3.27973
600271,-1.474,94.89,95.66,101.03,94.0,96.31,23335750,2.5271600000000003
300363,-1.486,55.03,55.5,56.4,54.5,55.86,4351498,4.55059
002227,-1.487,49.02,49.0,49.91,48.0,49.76,7042791,3.22913
002028,-1.522,24.58,24.55,24.95,24.13,24.96,29433125,6.24602
000573,-1.537,11.53,11.61,11.87,11.33,11.71,42341349,6.80416
300112,-1.569,27.61,27.5,28.12,27.27,28.05,12399054,9.35741
000835,-1.618,23.11,23.3,23.59,22.55,23.49,21695095,7.1045300000000005
300383,-1.623,90.9,90.58,93.32,89.81,92.4,5091113,4.35423
600064,-1.676,27.57,27.8,28.2,27.22,28.04,28499791,3.68058
600733,-1.685,76.43,77.33,80.3,76.3,77.74,1825492,2.41467
002193,-1.728,27.3,27.12,27.93,27.12,27.78,5710365,3.57077
600130,-1.822,17.78,17.99,18.48,17.5,18.11,50985506,6.63874
600173,-1.826,11.83,11.8,11.99,11.62,12.05,42703653,5.88969
601898,-1.926,11.2,11.1,11.34,10.9,11.42,229574165,2.50846
000029,-1.957,17.53,17.55,17.9,17.37,17.88,14368776,1.6114600000000001
002298,-1.972,34.8,35.0,35.48,34.3,35.5,11176531,3.15259
600221,-1.979,6.44,6.46,6.64,6.4,6.57,481032405,4.07238
300308,-1.98,29.21,28.9,30.48,28.76,29.8,4467994,2.06841
300160,-2.038,31.25,31.56,32.6,30.79,31.9,4828280,2.58473
601518,-2.063,9.02,9.06,9.21,8.95,9.21,55339251,4.56143
600029,-2.109,12.53,12.5,13.15,12.4,12.8,253972240,3.61647
000027,-2.386,25.77,26.0,26.36,25.4,26.4,51707673,5.39549
600611,-2.405,26.38,26.49,26.93,26.01,27.03,59835809,5.74124
300053,-2.414,68.31,69.08,71.89,68.05,70.0,5792965,3.49849
600115,-2.437,11.61,11.7,12.44,11.5,11.9,226314068,2.90809
002235,-2.456,42.5,43.0,43.89,41.5,43.57,10197021,7.53262
002501,-2.46,23.0,22.85,23.38,22.6,23.58,87656109,13.05746
300384,-2.532,115.5,116.39,121.0,113.19,118.5,2242006,6.00237
300276,-2.573,40.9,40.8,42.49,38.58,41.98,30553130,15.73676
002485,-2.69,20.98,21.13,21.84,20.56,21.56,6855326,2.14229
002291,-2.7,23.42,23.62,24.06,22.96,24.07,9219053,2.53724
300348,-2.755,190.6,190.12,192.8,178.8,196.0,2644924,8.13823
601111,-2.954,13.14,13.11,13.5,13.0,13.54,101020678,1.21284
000558,-3.209,32.88,33.0,34.88,32.3,33.97,13943452,2.21411
300311,-4.992,54.24,55.13,56.8,53.17,57.09,11637983,8.82714
