code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
002625,-3.071,95.63,97.0,98.65,91.11,98.66,12516210,6.65766
600397,-3.112,14.01,14.01,14.63,13.8,14.46,64646137,6.53018
600356,-3.187,16.1,16.16,16.48,15.8,16.63,12196032,4.08261
600508,-3.222,17.42,17.42,18.09,17.3,18.0,25455478,3.52219
000983,-3.259,11.28,11.25,11.74,11.15,11.66,117913717,3.7419000000000002
600546,-3.26,10.09,10.13,10.42,9.91,10.43,92843675,4.68327
000883,-3.361,12.94,13.0,13.18,12.8,13.39,157014241,2.9370000000000003
603699,-3.417,33.07,33.23,33.78,32.6,34.24,13621245,9.06378
601600,-3.5,10.2,10.3,10.65,10.15,10.57,420413034,4.38821
603333,-3.544,14.97,15.15,15.4,14.68,15.52,15693001,3.01786
600188,-3.55,17.66,17.6,18.36,17.3,18.31,42065229,1.42113
000825,-3.626,8.77,8.76,8.96,8.5,9.1,229322113,4.02603
601088,-3.842,25.28,24.9,26.49,24.6,26.29,349670736,2.12037
600642,-3.931,13.44,13.58,13.79,13.21,13.99,135853130,2.98445
002606,-3.954,28.42,28.98,29.49,26.63,29.59,19333778,16.04463
002128,-4.036,19.26,19.23,20.5,19.02,20.07,37149265,2.80016
000767,-4.138,11.12,11.1,11.33,11.0,11.6,102052351,6.4848
600023,-7.497,13.82,13.96,14.49,13.55,14.94,476047338,18.6374
000875,-8.048,17.48,17.7,18.5,17.2,19.01,155351210,13.92574
