code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
000999,-1.352,39.39,39.5,39.78,37.68,39.93,10500276,1.07393
000931,-1.356,18.19,18.11,18.5,17.1,18.44,40733064,8.04184
603818,-1.363,48.47,48.1,49.3,45.49,49.14,9616075,15.88909
000726,-1.376,19.35,19.62,19.63,18.03,19.62,38946565,6.94676
000402,-1.405,14.74,14.98,15.15,13.8,14.95,144486345,4.83882
600865,-1.41,29.37,29.9,30.18,26.94,29.79,14867538,3.95161
300358,-1.424,65.06,64.5,67.5,60.76,66.0,3447876,4.69826
601107,-1.591,9.28,9.45,9.53,8.7,9.43,66502304,3.07491
600189,-1.656,20.79,21.1,21.39,19.97,21.14,12035636,3.87621
600352,-1.659,18.38,18.5,18.82,17.5,18.69,113733828,3.71687
600802,-1.668,14.74,14.99,15.19,13.5,14.99,20827822,5.45411
000533,-1.733,14.74,14.75,15.14,14.0,15.0,37152229,5.42472
000069,-1.756,12.87,13.13,13.35,12.21,13.1,196632661,6.31759
600039,-1.798,8.74,8.94,9.09,8.12,8.9,224906598,11.12775
600409,-1.849,12.21,12.38,12.58,11.52,12.44,94899741,5.12865
002561,-1.879,22.46,22.5,22.97,21.04,22.89,17829727,4.61555
300461,-1.917,75.23,72.09,83.87,69.03,76.7,6306882,37.81104
300044,-1.974,42.7,42.58,43.74,39.2,43.56,23420051,15.86591
600221,-2.0,6.37,6.4,6.49,6.01,6.5,523575886,4.43255
002071,-2.107,29.27,29.4,29.79,27.38,29.9,27531409,8.76974
601388,-2.315,27.0,27.0,27.64,25.35,27.64,15942838,2.99115
002440,-2.36,33.1,33.7,34.13,31.21,33.9,35237598,8.36997
600115,-2.82,12.06,12.29,12.31,11.2,12.41,204449645,2.62714
600350,-2.85,11.25,11.26,11.39,10.46,11.58,70499158,1.46532
002538,-2.867,18.97,19.21,19.4,17.6,19.53,30108910,5.2493
600220,-2.906,13.03,13.0,13.4,12.43,13.42,107532697,6.02985
600248,-2.917,17.64,17.91,18.5,16.62,18.17,12513921,2.67741
600077,-2.973,15.01,15.2,15.3,14.16,15.47,34703707,3.18101
300193,-3.015,41.18,42.0,43.89,40.6,42.46,13123722,8.64631
000058,-3.034,23.65,23.39,24.28,22.58,24.39,39683193,7.3718
300017,-3.087,64.04,65.0,66.07,60.61,66.08,41745362,8.43527
600159,-3.175,10.37,10.49,10.55,9.8,10.71,54981248,6.62422
002406,-3.191,18.2,18.6,18.77,16.99,18.8,36040308,10.24539
600550,-3.193,17.28,17.54,17.85,16.18,17.85,58703785,4.27561
600848,-3.214,31.32,31.45,32.2,29.8,32.36,9081136,3.10847
000498,-3.223,13.21,13.49,13.49,12.3,13.65,61896265,17.47642
300283,-3.286,20.31,20.5,21.0,18.9,21.0,10798801,8.47517
002360,-3.289,18.82,18.8,19.55,17.77,19.46,18092182,7.8459900000000005
600836,-3.332,31.91,31.5,32.18,30.2,33.01,22769251,7.26145
600839,-3.469,14.19,14.3,15.0,14.0,14.7,358436790,7.77521
300402,-3.583,29.06,29.0,29.9,27.5,30.14,12615508,24.73629
000596,-3.626,45.19,45.9,46.33,42.3,46.89,12594655,3.28329
002403,-3.718,30.56,31.07,31.94,29.12,31.74,11766387,5.29106
002745,-3.774,64.76,64.36,66.52,62.88,67.3,7469188,16.78469
000045,-4.31,22.2,22.72,23.3,21.01,23.2,16745989,4.12906
600624,-4.625,27.84,28.5,28.99,26.27,29.19,39230364,11.36601
002476,-9.113,18.85,19.1,19.74,18.67,20.74,75280133,12.4571
300455,-9.894,69.4,70.0,73.0,69.32,77.02,11091958,31.69131
