code,changepercent,trade,open,high,low,settlement,volume,turnoverratio
300342,-1.745,49.0,49.58,49.7,45.13,49.87,4597822,6.91402
002201,-1.75,23.58,23.9,24.5,22.0,24.0,5653381,2.59727
002328,-1.769,18.32,18.3,19.28,17.0,18.65,23869467,7.28713
002237,-1.79,15.91,16.0,16.02,14.84,16.2,48947539,6.08725
600495,-1.794,28.46,29.0,29.3,26.12,28.98,65979852,10.76421
601678,-1.81,10.85,11.08,11.17,10.08,11.05,58162518,5.875
002338,-1.821,109.96,109.0,112.0,100.8,112.0,1761597,1.48483
600565,-1.853,15.36,15.27,15.6,14.44,15.65,109388414,10.59164
600695,-1.856,14.28,14.63,15.05,13.1,14.55,22185623,6.73163
600094,-1.858,25.35,25.9,25.97,23.3,25.83,37151039,2.8298300000000003
002148,-1.886,34.34,35.0,35.0,31.7,35.0,21892342,10.79498
002597,-1.895,15.01,15.28,15.4,14.01,15.3,26494297,4.80862
600621,-1.897,18.62,18.93,19.0,17.4,18.98,18942000,3.61432
600332,-1.906,46.31,46.3,46.89,42.65,47.21,31746946,3.06337
300115,-1.917,48.6,50.0,50.36,44.66,49.55,13119046,2.55643
600506,-1.92,24.52,24.98,24.98,22.5,25.0,6456986,4.37149
002392,-1.934,24.84,24.94,25.3,22.9,25.33,30210352,11.4946
600423,-1.961,13.0,13.23,13.25,12.1,13.26,16662669,4.17247
600825,-1.965,19.46,20.0,20.22,18.0,19.85,49653192,4.75201
002083,-1.982,9.89,10.08,10.13,9.2,10.09,57487278,6.81194
000897,-2.025,8.71,8.89,8.93,8.2,8.89,90269662,5.58212
002501,-2.041,20.16,20.55,20.55,18.85,20.58,60409036,8.99867
601718,-2.071,11.35,11.45,11.6,10.45,11.59,102162522,2.6487600000000002
600570,-2.084,151.73,154.97,160.0,141.0,154.96,22081982,3.5742599999999998
002412,-2.105,37.2,37.5,38.13,34.2,38.0,6361377,2.21825
002006,-2.128,15.18,15.51,15.58,14.1,15.51,27894662,6.38645
002073,-2.128,23.46,23.81,24.13,21.57,23.97,47746847,7.7143
002207,-2.128,32.2,32.9,34.01,29.7,32.9,9612272,5.47135
300155,-2.174,44.1,44.8,46.68,40.76,45.08,9756175,5.49067
002213,-2.196,22.27,22.67,23.48,21.0,22.77,8507588,5.90374
600308,-2.209,8.41,8.6,8.6,7.84,8.6,70596593,6.0465
600686,-2.22,31.27,31.59,32.0,29.15,31.98,5784034,1.30684
600668,-2.223,21.99,22.49,22.51,20.4,22.49,22667815,6.59231
601002,-2.226,21.96,22.46,22.46,20.35,22.46,41049335,5.5587
601116,-2.235,15.75,16.12,16.14,14.5,16.11,10387877,2.52895
600636,-2.238,22.28,22.8,22.9,20.66,22.79,23598083,6.17831
000789,-2.248,12.61,12.9,12.99,11.81,12.9,26274945,4.28384
002103,-2.256,39.0,40.03,41.0,36.51,39.9,7119752,4.13746
000888,-2.257,17.32,17.73,17.83,16.08,17.72,18154619,3.44609
002242,-2.296,18.72,19.2,19.3,17.24,19.16,18441260,2.42345
600377,-2.307,9.74,9.8,9.92,9.16,9.97,30455422,0.80188
002386,-2.317,15.6,15.8,15.99,14.5,15.97,32807411,6.83842
002409,-2.36,34.76,35.0,35.99,32.85,35.6,2943526,3.56661
600146,-2.361,37.64,38.56,38.9,35.0,38.55,6420135,3.21007
002579,-2.373,34.15,34.89,34.9,31.48,34.98,12108375,5.18249
600169,-2.406,12.17,12.35,12.39,11.22,12.47,125205194,5.16533
000637,-2.516,12.01,12.0,12.19,11.2,12.32,28123810,7.67392
002234,-2.532,16.55,16.84,16.9,15.5,16.98,11644736,5.63514
000419,-2.553,13.74,13.98,13.98,12.74,14.1,20266879,3.7304
600640,-2.566,30.0,30.4,30.4,27.9,30.79,15284790,2.85502
601800,-2.584,19.23,19.74,19.99,17.82,19.74,117912504,1.00375
600618,-2.588,15.43,15.72,15.75,14.48,15.84,14886928,1.98535
002668,-2.595,36.79,37.65,37.9,34.4,37.77,5302307,3.20672
000509,-2.632,12.21,12.4,12.4,11.33,12.54,54561499,9.00896
300125,-2.659,58.95,60.39,60.39,54.5,60.56,4213949,5.42337
603001,-2.703,41.76,41.8,43.15,38.63,42.92,6538954,1.63074
002263,-2.714,13.62,13.94,14.09,12.6,14.0,61539368,7.27958
600360,-2.716,13.61,13.88,13.95,12.59,13.99,54129399,7.33381
601339,-2.742,25.54,26.02,26.25,23.63,26.26,21425863,11.1593
000952,-2.748,21.94,22.3,22.53,20.85,22.56,16551620,6.57646
601999,-2.766,18.28,18.52,18.65,16.92,18.8,28469745,5.16772
600208,-2.817,9.66,9.75,9.82,9.14,9.94,260234669,4.08981
002585,-2.856,25.17,25.7,25.7,23.32,25.91,17138307,6.11615
600419,-2.866,39.32,39.95,40.32,36.61,40.48,2181757,2.72003
002121,-2.894,41.95,43.2,45.25,38.88,43.2,44743564,16.66105
000698,-2.916,11.32,11.5,11.59,10.59,11.66,46128899,7.35595
600350,-2.964,9.82,9.8,10.14,9.2,10.12,93537949,1.9441800000000002
600159,-2.995,9.07,9.24,9.24,8.46,9.35,52948716,6.37934
300104,-3.039,76.58,77.49,81.38,71.95,78.98,72479282,6.66027
603167,-3.098,19.39,19.96,20.39,18.01,20.01,37410533,12.28524
600858,-3.127,15.18,15.45,15.53,14.13,15.67,23852999,4.60885
002087,-3.154,11.36,11.47,11.79,10.7,11.73,29815764,5.73805
601519,-3.172,29.92,30.43,30.89,28.0,30.9,94610952,4.75982
002169,-3.191,32.77,33.99,36.86,30.62,33.85,13842723,5.64012
002243,-3.243,17.9,18.1,18.53,16.65,18.5,12547715,4.04884
300291,-3.259,46.9,47.96,48.98,43.7,48.48,4875205,1.15597
600405,-3.303,18.15,18.4,18.76,16.95,18.77,37471511,8.83986
002562,-3.331,26.12,26.58,27.0,24.5,27.02,5984716,5.53943
000004,-3.415,39.6,40.5,40.78,36.9,41.0,3900628,4.6505
300314,-3.419,43.5,44.08,46.0,40.54,45.04,7319137,6.33693
601518,-3.651,7.39,7.5,7.59,6.95,7.67,59948368,4.94134
000409,-3.724,23.01,23.4,23.8,22.01,23.9,16199632,5.4334
600680,-3.762,31.98,32.0,32.93,30.0,33.23,12655678,4.91625
000548,-3.835,16.3,16.5,16.5,15.26,16.95,61256609,12.27093
300080,-3.949,16.54,16.94,17.18,15.5,17.22,39282038,10.92212
300349,-3.96,55.29,56.05,58.2,51.81,57.57,2945737,6.54608
002387,-4.142,25.46,25.8,26.12,24.0,26.56,23139321,8.43814
600654,-4.276,41.41,42.2,45.45,38.93,43.26,39418472,5.29851
002125,-4.539,28.39,29.0,29.49,26.77,29.74,5508849,3.95955
000555,-4.679,103.9,106.02,109.0,98.7,109.0,3199362,2.7320200000000003
