2015-07-22 21:42:40,changepercent,trade,open,high,low,settlement,volume,turnoverratio
000014,-2.056,20.96,20.7,21.3,19.5,21.4,17561862,8.7067
600594,-2.077,28.29,28.5,29.1,27.9,28.89,16925088,2.16334
300348,-2.095,102.8,103.0,108.36,101.8,105.0,4537958,13.96295
600599,-2.123,32.73,32.1,34.05,30.85,33.44,21964597,17.43222
600479,-2.134,17.43,17.59,17.9,16.85,17.81,16395904,5.37889
002708,-2.141,30.63,30.81,31.59,29.33,31.3,9435726,16.89028
600517,-2.148,12.3,12.42,12.64,11.8,12.57,34808680,3.12559
002059,-2.156,10.89,11.0,11.26,10.6,11.13,7087197,1.5178099999999999
600738,-2.158,9.52,9.45,9.72,9.18,9.73,27624322,10.53932
002072,-2.158,18.59,18.57,19.2,17.89,19.0,20985890,11.92607
601968,-2.202,11.55,11.57,11.82,11.05,11.81,37279005,17.89393
600109,-2.209,19.92,19.99,20.3,19.4,20.37,165386457,5.82991
601985,-2.217,11.91,11.88,12.1,11.55,12.18,721371677,18.53949
300092,-2.218,14.55,14.35,15.27,14.18,14.88,11352304,7.46851
601069,-2.244,15.25,15.3,15.62,14.76,15.6,10404072,8.2572
000783,-2.253,12.15,12.28,12.49,11.92,12.43,106412097,2.24386
603223,-2.281,25.28,25.0,26.18,24.7,25.87,8561760,28.5392
000586,-2.298,15.73,15.91,16.28,15.3,16.1,14433620,7.46155
002765,-2.309,22.0,22.0,22.51,21.23,22.52,9463469,18.19898
002227,-2.333,29.3,29.0,29.94,28.5,30.0,6074401,2.785
000591,-2.336,20.9,21.0,21.89,20.22,21.4,14320486,5.21462
300006,-2.354,40.66,41.12,43.2,39.8,41.64,6888184,5.09255
600725,-2.375,7.4,7.5,7.61,7.09,7.58,29730756,4.82458
300320,-2.378,16.42,16.5,17.19,16.0,16.82,17211202,7.29733
000514,-2.386,8.59,8.61,8.84,8.2,8.8,29859365,3.5388
300309,-2.409,15.8,16.0,16.26,15.15,16.19,16790771,7.66987
601368,-2.419,15.33,15.42,15.9,14.85,15.71,22260139,15.14295
603025,-2.429,40.57,40.87,42.06,39.01,41.58,10372668,20.33856
000525,-2.442,18.38,18.6,18.8,17.82,18.84,12900171,2.5445
002619,-2.473,31.15,31.3,32.15,29.9,31.94,4651185,4.7852
002385,-2.482,17.29,17.6,18.28,16.7,17.73,87936653,6.03072
600489,-2.483,10.21,10.27,10.37,9.97,10.47,79120492,2.6882200000000003
600661,-2.517,32.53,33.0,33.8,31.72,33.37,5099727,2.93633
300333,-2.528,89.85,91.5,93.93,85.32,92.18,4822389,4.37213
000546,-2.539,10.75,10.8,11.13,10.03,11.03,20464064,12.08214
002513,-2.577,17.77,17.8,18.48,17.09,18.24,9717947,4.55985
300198,-2.68,13.8,13.61,14.21,13.25,14.18,20129590,5.85118
300281,-2.688,21.0,21.31,22.07,20.44,21.58,5027497,4.73635
002252,-2.689,86.49,87.01,89.89,85.0,88.88,9200038,0.9306500000000001
300115,-2.694,45.88,46.3,48.0,44.11,47.15,21977217,4.28257
600093,-2.699,15.86,16.09,16.36,15.31,16.3,24687797,7.65638
002617,-2.724,39.99,40.3,41.5,38.83,41.11,4685027,6.3625
600845,-2.749,66.15,67.01,68.7,64.9,68.02,1460046,0.61645
600547,-2.821,18.95,19.1,19.5,18.58,19.5,41067361,2.88582
300176,-2.89,24.53,24.44,25.48,23.83,25.26,4867883,4.53755
300153,-2.91,13.01,13.03,13.4,12.72,13.4,10826384,6.99399
000835,-3.048,14.95,15.06,15.5,14.51,15.42,30289992,9.91911
002034,-3.064,33.54,33.91,34.53,32.5,34.6,3631765,5.97146
603117,-3.101,17.81,17.9,18.83,17.46,18.38,16039547,26.73258
603799,-3.134,19.47,19.5,19.99,18.83,20.1,13384468,14.70821
002457,-3.155,12.28,12.35,12.56,11.8,12.68,29629265,11.4201
002312,-3.164,35.2,35.8,36.98,33.99,36.35,25360368,4.68234
600221,-3.175,5.49,5.5,5.68,5.4,5.67,534540190,4.52537
000761,-3.376,6.87,6.83,6.95,6.68,7.11,57849999,2.1144600000000002
002424,-3.379,77.2,78.2,79.39,74.18,79.9,13060328,5.7828100000000004
002612,-3.397,56.88,57.76,59.8,55.18,58.88,5429049,5.70689
300242,-3.516,79.31,80.0,83.22,77.5,82.2,3009820,7.2057
300085,-3.836,61.16,61.39,63.8,59.3,63.6,20295429,8.13972
600528,-4.126,15.8,15.96,16.3,15.2,16.48,117635960,8.06167
300306,-4.207,25.5,26.02,26.5,24.19,26.62,7095718,7.38544
600175,-4.458,9.43,9.32,9.89,9.28,9.87,106554203,7.35855
000534,-4.914,11.61,11.7,11.89,11.02,12.21,55298367,11.26145
